formula, size, total, solver, subsumption, reverse
P0.5N2L30.form152, 45, 2, 0, 0, 0, false
P0.5N2L30.form153, 42, 3, 0, 1, 4, true
P0.5N2L30.form154, 45, 2, 0, 0, 0, false
P0.5N2L30.form155, 42, 4, 0, 1, 0, false
P0.5N2L30.form156, 42, 4, 0, 0, 0, false
P0.5N2L30.form157, 45, 3, 0, 0, 1, false
P0.5N2L30.form158, 48, 2, 0, 0, 0, false
P0.5N2L30.form159, 51, 2, 0, 0, 0, false
P0.5N2L30.form160, 39, 3, 0, 0, 0, false
P0.5N2L30.form161, 45, 2, 0, 0, 0, false
P0.5N2L30.form162, 42, 2, 0, 0, 0, false
P0.5N2L30.form163, 36, 3, 0, 0, 0, false
P0.5N2L30.form164, 42, 4, 0, 1, 5, false
P0.5N2L30.form165, 36, 3, 0, 0, 0, false
P0.5N2L30.form166, 45, 6, 0, 0, 1, false
P0.5N2L30.form167, 54, 2, 0, 0, 0, false
P0.5N2L30.form168, 39, 2, 0, 0, 0, false
P0.5N2L30.form169, 39, 4, 0, 1, 3, true
P0.5N2L30.form170, 45, 2, 0, 0, 0, false
P0.5N2L30.form171, 45, 2, 0, 0, 0, false
P0.5N2L30.form172, 39, 3, 1, 0, 0, false
P0.5N2L30.form173, 36, 2, 0, 0, 0, false
P0.5N2L30.form174, 36, 13, 0, 0, 0, false
P0.5N2L30.form175, 39, 4, 0, 1, 1, true
P0.5N2L30.form176, 39, 3, 1, 0, 0, false
P0.5N2L30.form177, 42, 2, 0, 0, 0, false
P0.5N2L30.form178, 45, 3, 0, 1, 0, false
P0.5N2L30.form179, 45, 2, 0, 0, 0, false
P0.5N2L30.form180, 39, 5, 0, 0, 1, true
P0.5N2L30.form181, 39, 3, 0, 0, 0, false
P0.5N2L30.form182, 42, 4, 1, 0, 0, false
P0.5N2L30.form183, 39, 6, 0, 2, 0, false
P0.5N2L30.form184, 39, 6, 0, 0, 2, true
P0.5N2L30.form185, 39, 2, 0, 0, 0, false
P0.5N2L30.form186, 36, 2, 0, 0, 0, false
P0.5N2L30.form187, 42, 2, 0, 0, 1, false
P0.5N2L30.form188, 54, 3, 0, 1, 0, false
P0.5N2L30.form189, 39, 2, 0, 0, 0, false
P0.5N2L30.form190, 39, 3, 0, 0, 0, false
P0.5N2L30.form191, 42, 2, 0, 0, 0, false
P0.5N2L30.form192, 42, 3, 0, 0, 0, false
P0.5N2L30.form193, 42, 3, 0, 1, 0, false
P0.5N2L30.form194, 39, 4, 0, 0, 0, false
P0.5N2L30.form195, 42, 3, 0, 0, 0, false
P0.5N2L30.form196, 51, 3, 0, 0, 1, false
P0.5N2L30.form197, 42, 2, 0, 0, 0, false
P0.5N2L30.form198, 51, 3, 0, 1, 0, false
P0.5N2L30.form199, 42, 3, 0, 0, 0, false
P0.5N2L30.form200, 45, 2, 0, 0, 0, false
P0.5N2L30.form201, 39, 2, 0, 0, 0, false
P0.5N2L30.form202, 39, 3, 0, 0, 0, false
P0.5N2L30.form203, 42, 2, 0, 0, 0, false
P0.5N2L30.form204, 36, 3, 0, 1, 0, false
P0.5N2L30.form205, 45, 5, 0, 1, 0, false
P0.5N2L30.form206, 45, 7, 0, 2, 3, true
P0.5N2L30.form207, 39, 2, 0, 0, 0, false
P0.5N2L30.form208, 51, 4, 0, 0, 0, false
P0.5N2L30.form209, 36, 3, 0, 1, 0, false
P0.5N2L30.form210, 36, 3, 0, 0, 0, false
P0.5N2L30.form211, 36, 2, 0, 0, 0, false
P0.5N2L30.form212, 48, 2, 0, 0, 3, true
P0.5N2L30.form213, 42, 2, 0, 0, 1, false
P0.5N2L30.form214, 39, 2, 0, 0, 0, false
P0.5N2L30.form215, 39, 4, 0, 2, 0, false
P0.5N2L30.form216, 42, 7, 0, 2, 1, false
P0.5N2L30.form217, 42, 3, 0, 1, 0, false
P0.5N2L30.form218, 39, 2, 0, 0, 0, false
P0.5N2L30.form219, 36, 3, 0, 0, 0, false
P0.5N2L30.form220, 39, 3, 0, 1, 0, false
P0.5N2L30.form221, 45, 4, 0, 0, 0, false
P0.5N2L30.form222, 36, 4, 0, 0, 0, false
P0.5N2L30.form223, 42, 4, 0, 0, 0, false
P0.5N2L30.form224, 39, 2, 0, 0, 0, false
P0.5N2L30.form225, 39, 3, 0, 1, 0, false
P0.5N2L30.form226, 45, 3, 0, 0, 0, false
P0.5N2L30.form227, 45, 27, 0, 4, 2, true
P0.5N2L30.form228, 36, 3, 0, 0, 0, false
P0.5N2L30.form229, 39, 3, 0, 0, 0, false
P0.5N2L30.form230, 48, 7, 0, 1, 4, true
P0.5N2L30.form231, 51, 6, 0, 1, 1, false
P0.5N2L30.form232, 39, 2, 0, 0, 0, false
P0.5N2L30.form233, 36, 2, 0, 0, 0, false
P0.5N2L30.form234, 45, 2, 0, 0, 0, false
P0.5N2L30.form235, 42, 2, 0, 0, 0, false
P0.5N2L30.form236, 36, 4, 0, 1, 0, false
P0.5N2L30.form237, 39, 2, 0, 0, 0, false
P0.5N2L30.form238, 39, 2, 0, 0, 0, false
P0.5N2L30.form239, 45, 6, 0, 3, 2, false
P0.5N2L30.form240, 42, 2, 0, 0, 0, false
P0.5N2L30.form241, 39, 2, 0, 0, 0, false
P0.5N2L30.form242, 45, 2, 0, 0, 0, false
P0.5N2L30.form243, 42, 5, 0, 0, 1, false
P0.5N2L30.form244, 45, 2, 0, 0, 1, false
P0.5N2L30.form245, 42, 10, 0, 2, 0, false
P0.5N2L30.form246, 39, 4, 0, 0, 0, false
P0.5N2L30.form247, 36, 3, 0, 1, 0, false
P0.5N2L30.form248, 45, 3, 0, 0, 0, false
P0.5N2L30.form249, 45, 2, 0, 0, 0, false
P0.5N2L30.form250, 36, 2, 0, 0, 0, false
P0.5N2L30.form251, 36, 5, 0, 2, 0, false
P0.5N2L30.form252, 39, 2, 0, 0, 0, false
P0.5N2L30.form253, 39, 3, 1, 0, 0, false
P0.5N2L30.form254, 42, 2, 0, 0, 0, false
P0.5N2L30.form255, 36, 2, 0, 0, 0, false
P0.5N2L30.form256, 54, 3, 0, 0, 1, true
P0.5N2L30.form257, 33, 3, 0, 1, 0, false
P0.5N2L30.form258, 39, 3, 0, 0, 0, false
P0.5N2L30.form259, 42, 3, 0, 1, 0, false
P0.5N2L30.form260, 36, 20, 0, 0, 1, false
P0.5N2L30.form261, 42, 3, 0, 0, 0, false
P0.5N2L30.form262, 39, 3, 0, 0, 1, false
P0.5N2L30.form263, 33, 2, 0, 0, 0, false
P0.5N2L30.form264, 42, 2, 0, 0, 0, false
P0.5N2L30.form265, 39, 3, 0, 0, 0, false
P0.5N2L30.form266, 42, 3, 0, 0, 0, false
P0.5N2L30.form267, 45, 3, 1, 0, 1, true
P0.5N2L30.form268, 42, 3, 0, 1, 0, false
P0.5N2L30.form269, 42, 4, 0, 2, 5, true
P0.5N2L30.form270, 45, 2, 0, 0, 1, false
P0.5N2L30.form271, 39, 2, 0, 0, 0, false
P0.5N2L30.form272, 39, 3, 0, 1, 0, false
P0.5N2L30.form273, 45, 3, 1, 0, 0, false
P0.5N2L30.form274, 39, 2, 0, 0, 0, false
P0.5N2L30.form275, 39, 2, 0, 0, 0, false
P0.5N2L30.form276, 42, 4, 0, 0, 0, false
P0.5N2L30.form277, 45, 3, 0, 0, 0, false
P0.5N2L30.form278, 39, 5, 0, 1, 2, false
P0.5N2L30.form279, 36, 3, 0, 0, 0, false
P0.5N2L30.form280, 54, 28, 0, 2, 2, false
P0.5N2L30.form281, 36, 2, 0, 0, 0, false
P0.5N2L30.form282, 33, 2, 0, 0, 0, false
P0.5N2L30.form283, 36, 3, 0, 1, 0, false
P0.5N2L30.form284, 36, 2, 0, 0, 0, false
P0.5N2L30.form285, 45, 4, 0, 0, 0, false
P0.5N2L30.form286, 33, 4, 0, 0, 0, false
P0.5N2L30.form287, 48, 4, 0, 0, 0, false
P0.5N2L30.form288, 48, 9, 0, 7, 7, true
P0.5N2L30.form289, 48, 2, 0, 0, 0, false
P0.5N2L30.form290, 42, 3, 1, 0, 0, false
P0.5N2L30.form291, 36, 2, 0, 0, 0, false
P0.5N2L30.form292, 45, 2, 0, 0, 0, false
P0.5N2L30.form293, 39, 4, 0, 0, 0, false
P0.5N2L30.form294, 39, 3, 0, 0, 0, false
P0.5N2L30.form295, 45, 5, 0, 1, 0, false
P0.5N2L30.form296, 45, 2, 0, 0, 0, false
P0.5N2L30.form297, 42, 2, 0, 0, 0, false
P0.5N2L30.form298, 42, 3, 0, 0, 0, false
P0.5N2L30.form299, 39, 3, 0, 0, 0, false
P0.5N2L30.form300, 39, 3, 0, 1, 0, false
P0.5N2L30.form301, 39, 2, 0, 0, 0, false
P0.5N2L30.form302, 36, 2, 0, 0, 0, false
P0.5N2L30.form303, 42, 3, 0, 1, 0, false
P0.5N2L30.form304, 36, 2, 0, 0, 1, false
P0.5N2L30.form305, 51, 3, 0, 0, 0, false
P0.5N2L30.form306, 39, 3, 0, 1, 1, false
P0.5N2L30.form307, 42, 2, 0, 0, 1, true
P0.5N2L30.form308, 39, 3, 0, 1, 3, true
P0.5N2L30.form309, 39, 2, 0, 0, 1, false
P0.5N2L30.form310, 39, 3, 0, 1, 0, false
P0.5N2L30.form311, 45, 3, 0, 0, 0, false
P0.5N2L30.form312, 39, 7, 0, 5, 1, false
P0.5N2L30.form313, 42, 2, 0, 0, 0, false
P0.5N2L30.form314, 39, 3, 0, 0, 0, false
P0.5N2L30.form315, 39, 2, 0, 0, 0, false
P0.5N2L30.form316, 39, 3, 1, 0, 0, false
P0.5N2L30.form317, 48, 2, 0, 0, 0, false
P0.5N2L30.form318, 36, 3, 0, 0, 0, false
P0.5N2L30.form319, 48, 3, 0, 1, 0, false
P0.5N2L30.form320, 39, 2, 0, 0, 0, false
P0.5N2L30.form321, 39, 8, 0, 1, 1, false
P0.5N2L30.form322, 36, 3, 0, 1, 0, false
P0.5N2L30.form323, 36, 4, 1, 0, 0, false
P0.5N2L30.form324, 42, 5, 0, 0, 0, false
P0.5N2L30.form325, 42, 6, 0, 0, 0, false
P0.5N2L30.form326, 51, 3, 0, 0, 0, false
P0.5N2L30.form327, 45, 3, 0, 1, 0, false
P0.5N2L30.form328, 36, 3, 1, 0, 1, true
P0.5N2L30.form329, 36, 3, 0, 0, 0, false
P0.5N2L30.form330, 42, 4, 0, 2, 0, false
P0.5N2L30.form331, 42, 3, 0, 1, 0, false
P0.5N2L30.form332, 33, 2, 0, 0, 0, false
P0.5N2L30.form333, 45, 2, 0, 0, 3, true
P0.5N2L30.form334, 36, 2, 0, 0, 0, false
P0.5N2L30.form335, 39, 2, 0, 0, 0, false
P0.5N2L30.form336, 48, 2, 0, 0, 0, false
P0.5N2L30.form337, 36, 2, 0, 0, 0, false
P0.5N2L30.form338, 33, 4, 0, 0, 2, true
P0.5N2L30.form339, 42, 5, 1, 0, 0, false
P0.5N2L30.form340, 42, 3, 0, 0, 0, false
P0.5N2L30.form341, 51, 2, 0, 0, 0, false
P0.5N2L30.form342, 42, 2, 0, 0, 0, false
P0.5N2L30.form343, 33, 2, 0, 0, 0, false
P0.5N2L30.form344, 39, 2, 0, 0, 0, false
P0.5N2L30.form345, 42, 2, 0, 0, 0, false
P0.5N2L30.form346, 48, 3, 0, 1, 0, false
P0.5N2L30.form347, 39, 15, 0, 0, 0, false
P0.5N2L30.form348, 39, 4, 0, 0, 0, false
P0.5N2L30.form349, 45, 4, 0, 1, 0, false
P0.5N2L30.form350, 39, 3, 0, 0, 0, false
P0.5N2L30.form351, 42, 3, 0, 0, 0, false
P0.5N2L30.form352, 42, 3, 0, 1, 0, false
P0.5N2L30.form353, 33, 2, 0, 0, 0, false
P0.5N2L30.form354, 39, 3, 0, 1, 0, false
P0.5N2L30.form355, 36, 2, 0, 0, 0, false
P0.5N2L30.form356, 36, 3, 0, 1, 0, false
P0.5N2L30.form357, 39, 2, 0, 0, 0, false
P0.5N2L30.form358, 36, 3, 0, 0, 0, false
P0.5N2L30.form359, 36, 3, 0, 1, 0, false
P0.5N2L30.form360, 42, 2, 0, 0, 0, false
P0.5N2L30.form361, 36, 2, 0, 0, 0, false
P0.5N2L30.form362, 33, 2, 0, 0, 0, false
P0.5N2L30.form363, 36, 3, 0, 0, 0, false
P0.5N2L30.form364, 36, 3, 0, 0, 0, false
P0.5N2L30.form365, 39, 2, 0, 0, 0, false
P0.5N2L30.form366, 36, 4, 0, 0, 1, true
P0.5N2L30.form367, 45, 2, 0, 0, 0, false
P0.5N2L30.form368, 36, 2, 0, 0, 0, false
P0.5N2L30.form369, 51, 3, 0, 0, 0, false
P0.5N2L30.form370, 39, 4, 0, 0, 0, false
P0.5N2L30.form371, 39, 4, 0, 0, 0, false
P0.5N2L30.form372, 48, 4, 0, 0, 0, false
P0.5N2L30.form373, 45, 2, 0, 0, 0, false
P0.5N2L30.form374, 45, 5, 0, 3, 4, true
P0.5N2L30.form375, 39, 2, 0, 0, 0, false
P0.5N2L30.form376, 39, 5, 0, 3, 0, false
P0.5N2L30.form377, 36, 3, 0, 0, 1, true
P0.5N2L30.form378, 45, 4, 1, 0, 0, false
P0.5N2L30.form379, 45, 4, 0, 1, 0, false
P0.5N2L30.form380, 33, 4, 0, 0, 0, false
P0.5N2L30.form381, 48, 5, 0, 2, 1, false
P0.5N2L30.form382, 33, 2, 0, 0, 2, true
P0.5N2L30.form383, 42, 2, 0, 0, 0, false
P0.5N2L30.form384, 39, 3, 0, 0, 0, false
P0.5N2L30.form385, 45, 3, 0, 0, 0, false
P0.5N2L30.form386, 36, 2, 0, 0, 0, false
P0.5N2L30.form387, 36, 3, 0, 0, 0, false
P0.5N2L30.form388, 42, 2, 0, 0, 0, false
P0.5N2L30.form389, 48, 2, 0, 0, 0, false
P0.5N2L30.form390, 39, 3, 0, 1, 0, false
P0.5N2L30.form391, 51, 3, 0, 1, 0, false
P0.5N2L30.form392, 39, 2, 0, 0, 0, false
P0.5N2L30.form393, 39, 3, 0, 1, 0, false
P0.5N2L30.form394, 39, 2, 0, 0, 0, false
P0.5N2L30.form395, 42, 2, 0, 0, 0, false
P0.5N2L30.form396, 39, 3, 0, 1, 0, false
P0.5N2L30.form397, 36, 2, 0, 0, 0, false
P0.5N2L30.form398, 33, 3, 0, 0, 0, false
P0.5N2L30.form399, 45, 4, 0, 1, 0, false
P0.5N2L30.form400, 57, 8, 1, 3, 0, false
P0.5N2L30.form401, 48, 3, 0, 1, 0, false
P0.5N2L30.form402, 39, 3, 0, 1, 0, false
P0.5N2L30.form403, 36, 2, 0, 0, 0, false
P0.5N2L30.form404, 36, 3, 0, 1, 1, false
P0.5N2L30.form405, 39, 3, 0, 1, 0, false
P0.5N2L30.form406, 33, 3, 0, 1, 0, false
P0.5N2L30.form407, 39, 3, 0, 1, 0, false
P0.5N2L30.form408, 36, 4, 0, 0, 0, false
P0.5N2L30.form409, 33, 3, 0, 0, 0, false
P0.5N2L30.form410, 42, 3, 0, 1, 0, false
P0.5N2L30.form411, 39, 3, 0, 0, 0, false
P0.5N2L30.form412, 51, 2, 0, 0, 0, false
P0.5N2L30.form413, 39, 3, 0, 0, 0, false
P0.5N2L30.form414, 45, 2, 0, 0, 0, false
P0.5N2L30.form415, 45, 2, 0, 0, 0, false
P0.5N2L30.form416, 39, 2, 0, 0, 0, false
P0.5N2L30.form417, 42, 2, 0, 0, 0, false
P0.5N2L30.form418, 39, 5, 0, 2, 0, false
P0.5N2L30.form419, 39, 3, 0, 0, 0, false
P0.5N2L30.form420, 39, 2, 0, 0, 0, false
P0.5N2L30.form421, 33, 2, 0, 0, 0, false
P0.5N2L30.form422, 39, 3, 0, 0, 0, false
P0.5N2L30.form423, 42, 3, 0, 1, 0, false
P0.5N2L30.form424, 39, 2, 0, 0, 0, false
P0.5N2L30.form425, 42, 2, 0, 0, 0, false
P0.5N2L30.form426, 33, 2, 0, 0, 0, false
P0.5N2L30.form427, 45, 3, 0, 0, 1, false
P0.5N2L30.form428, 42, 5, 0, 1, 0, false
P0.5N2L30.form429, 39, 5, 0, 0, 0, false
P0.5N2L30.form430, 36, 3, 0, 1, 0, false
P0.5N2L30.form431, 42, 2, 0, 0, 1, false
P0.5N2L30.form432, 30, 2, 0, 0, 0, false
P0.5N2L30.form433, 42, 2, 0, 0, 0, false
P0.5N2L30.form434, 45, 3, 0, 1, 0, false
P0.5N2L30.form435, 39, 3, 0, 1, 0, false
P0.5N2L30.form436, 45, 3, 0, 0, 0, false
P0.5N2L30.form437, 36, 2, 0, 0, 0, false
P0.5N2L30.form438, 51, 4, 0, 0, 0, false
P0.5N2L30.form439, 42, 2, 0, 0, 0, false
P0.5N2L30.form440, 36, 7, 0, 5, 6, true
P0.5N2L30.form441, 42, 2, 0, 0, 0, false
P0.5N2L30.form442, 48, 3, 0, 1, 0, false
P0.5N2L30.form443, 45, 2, 0, 0, 0, false
P0.5N2L30.form444, 45, 2, 0, 0, 0, false
P0.5N2L30.form445, 42, 2, 0, 0, 0, false
P0.5N2L30.form446, 48, 4, 0, 0, 1, false
P0.5N2L30.form447, 42, 6, 0, 2, 3, true
P0.5N2L30.form448, 45, 2, 0, 0, 0, false
P0.5N2L30.form449, 45, 2, 0, 0, 0, false
P0.5N2L30.form450, 39, 3, 0, 0, 0, false
P0.5N2L30.form451, 48, 5, 0, 1, 0, false
P0.5N2L30.form452, 48, 5, 0, 1, 0, false
P0.5N2L30.form453, 45, 6, 0, 2, 0, false
P0.5N2L30.form454, 39, 2, 0, 0, 2, true
P0.5N2L30.form455, 39, 2, 0, 0, 0, false
P0.5N2L30.form456, 39, 3, 0, 1, 0, false
P0.5N2L30.form457, 33, 3, 1, 0, 1, true
P0.5N2L30.form458, 39, 2, 0, 0, 1, false
P0.5N2L30.form459, 42, 2, 0, 0, 0, false
P0.5N2L30.form460, 42, 4, 0, 0, 2, true
P0.5N2L30.form461, 39, 5, 1, 2, 2, true
P0.5N2L30.form462, 48, 2, 0, 0, 0, false
P0.5N2L30.form463, 39, 8, 1, 4, 1, true
P0.5N2L30.form464, 33, 2, 0, 0, 0, false
P0.5N2L30.form465, 39, 2, 0, 0, 0, false
P0.5N2L30.form466, 45, 2, 0, 0, 0, false
P0.5N2L30.form467, 36, 2, 0, 0, 0, false
P0.5N2L30.form468, 39, 2, 0, 0, 0, false
P0.5N2L30.form469, 39, 2, 0, 0, 1, false
P0.5N2L30.form470, 39, 3, 0, 1, 2, true
P0.5N2L30.form471, 39, 3, 0, 1, 0, false
P0.5N2L30.form472, 45, 2, 0, 0, 0, false
P0.5N2L30.form473, 45, 3, 0, 1, 0, false
P0.5N2L30.form474, 45, 2, 0, 0, 0, false
P0.5N2L30.form475, 45, 10, 0, 8, 0, false
P0.5N2L30.form476, 36, 3, 0, 0, 0, false
P0.5N2L30.form477, 45, 3, 0, 0, 0, false
P0.5N2L30.form478, 39, 3, 0, 0, 1, false
P0.5N2L30.form479, 45, 3, 0, 1, 0, false
P0.5N2L30.form480, 36, 2, 0, 0, 0, false
P0.5N2L30.form481, 48, 2, 0, 0, 0, false
P0.5N2L30.form482, 42, 2, 0, 0, 0, false
P0.5N2L30.form483, 39, 3, 0, 1, 0, false
P0.5N2L30.form484, 51, 2, 0, 0, 0, false
P0.5N2L30.form485, 42, 3, 0, 0, 0, false
P0.5N2L30.form486, 45, 3, 0, 0, 0, false
P0.5N2L30.form487, 39, 2, 0, 0, 0, false
P0.5N2L30.form488, 33, 2, 0, 0, 0, false
P0.5N2L30.form489, 36, 1, 0, 0, 0, false
P0.5N2L30.form490, 42, 3, 0, 1, 1, false
P0.5N2L30.form491, 39, 3, 0, 0, 0, false
P0.5N2L30.form492, 39, 7, 0, 3, 0, false
P0.5N2L30.form493, 42, 4, 0, 0, 1, true
P0.5N2L30.form494, 42, 2, 0, 0, 0, false
P0.5N2L30.form495, 45, 2, 0, 0, 0, false
P0.5N2L30.form496, 39, 2, 0, 0, 0, false
P0.5N2L30.form497, 42, 2, 0, 0, 0, false
P0.5N2L30.form498, 42, 18, 0, 15, 5, false
P0.5N2L30.form499, 39, 5, 1, 0, 0, false
P0.5N2L40.form, 55, 3, 0, 1, 4, true
P0.5N2L40.form1, 49, 3, 0, 1, 0, false
P0.5N2L40.form2, 49, 6, 0, 3, 1, false
P0.5N2L40.form3, 46, 3, 0, 0, 0, false
P0.5N2L40.form4, 46, 2, 0, 0, 0, false
P0.5N2L40.form5, 46, 3, 0, 1, 0, false
P0.5N2L40.form6, 58, 5, 0, 1, 0, false
P0.5N2L40.form7, 61, 3, 0, 0, 0, false
P0.5N2L40.form8, 61, 6, 1, 1, 0, false
P0.5N2L40.form9, 46, 2, 0, 0, 0, false
P0.5N2L40.form10, 52, 10, 0, 2, 5, true
P0.5N2L40.form11, 52, 4, 0, 0, 0, false
P0.5N2L40.form12, 55, 3, 0, 0, 0, false
P0.5N2L40.form13, 58, 3, 0, 0, 0, false
P0.5N2L40.form14, 52, 2, 0, 0, 0, false
P0.5N2L40.form15, 43, 3, 0, 0, 0, false
P0.5N2L40.form16, 55, 18, 0, 14, 4, false
P0.5N2L40.form17, 67, 2, 0, 0, 0, false
P0.5N2L40.form18, 61, 2, 0, 0, 0, false
P0.5N2L40.form19, 61, 2, 0, 0, 0, false
P0.5N2L40.form20, 52, 2, 0, 0, 0, false
P0.5N2L40.form21, 58, 3, 0, 0, 0, false
P0.5N2L40.form22, 61, 2, 0, 0, 0, false
P0.5N2L40.form23, 58, 4, 0, 0, 0, false
P0.5N2L40.form24, 46, 4, 0, 1, 0, false
P0.5N2L40.form25, 58, 3, 0, 1, 0, false
P0.5N2L40.form26, 64, 2, 0, 0, 0, false
P0.5N2L40.form27, 52, 2, 0, 0, 0, false
P0.5N2L40.form28, 49, 3, 0, 1, 0, false
P0.5N2L40.form29, 46, 3, 1, 0, 0, false
P0.5N2L40.form30, 61, 16, 2, 2, 8, true
P0.5N2L40.form31, 52, 4, 0, 2, 0, false
P0.5N2L40.form32, 52, 4, 0, 0, 0, false
P0.5N2L40.form33, 49, 3, 0, 0, 2, true
P0.5N2L40.form34, 49, 3, 0, 1, 1, false
P0.5N2L40.form35, 55, 2, 0, 0, 0, false
P0.5N2L40.form36, 52, 2, 0, 0, 0, false
P0.5N2L40.form37, 46, 4, 1, 1, 1, false
P0.5N2L40.form38, 55, 2, 0, 0, 0, false
P0.5N2L40.form39, 52, 6, 0, 1, 1, false
P0.5N2L40.form40, 52, 6, 0, 4, 0, false
P0.5N2L40.form41, 58, 4, 0, 0, 0, false
P0.5N2L40.form42, 55, 3, 0, 0, 0, false
P0.5N2L40.form43, 55, 2, 0, 0, 0, false
P0.5N2L40.form44, 52, 3, 0, 0, 0, false
P0.5N2L40.form45, 52, 6, 0, 3, 0, false
P0.5N2L40.form46, 49, 2, 0, 0, 0, false
P0.5N2L40.form47, 52, 2, 0, 0, 0, false
P0.5N2L40.form48, 55, 3, 1, 0, 0, false
P0.5N2L40.form49, 61, 6, 0, 2, 1, false
P0.5N2L40.form50, 61, 2, 0, 0, 0, false
P0.5N2L40.form51, 52, 2, 0, 0, 0, false
P0.5N2L40.form52, 43, 2, 0, 0, 0, false
P0.5N2L40.form53, 61, 8, 0, 0, 6, true
P0.5N2L40.form54, 61, 3, 0, 1, 0, false
P0.5N2L40.form55, 58, 3, 0, 1, 0, false
P0.5N2L40.form56, 43, 3, 0, 1, 0, false
P0.5N2L40.form57, 64, 3, 0, 0, 1, false
P0.5N2L40.form58, 58, 4, 0, 0, 0, false
P0.5N2L40.form59, 46, 2, 0, 0, 0, false
P0.5N2L40.form60, 52, 7, 0, 3, 1, false
P0.5N2L40.form61, 61, 6, 0, 3, 0, false
P0.5N2L40.form62, 52, 6, 0, 3, 1, false
P0.5N2L40.form63, 58, 3, 0, 0, 0, false
P0.5N2L40.form64, 49, 13, 2, 7, 0, false
P0.5N2L40.form65, 55, 3, 0, 1, 0, false
P0.5N2L40.form66, 55, 3, 0, 0, 0, false
P0.5N2L40.form67, 49, 3, 0, 1, 0, false
P0.5N2L40.form68, 61, 2, 0, 0, 0, false
P0.5N2L40.form69, 52, 2, 0, 0, 1, false
P0.5N2L40.form70, 61, 4, 0, 1, 4, true
P0.5N2L40.form71, 46, 3, 0, 0, 0, false
P0.5N2L40.form72, 49, 2, 0, 0, 0, false
P0.5N2L40.form73, 67, 6, 0, 0, 3, true
P0.5N2L40.form74, 58, 2, 0, 0, 0, false
P0.5N2L40.form75, 55, 2, 0, 0, 0, false
P0.5N2L40.form76, 64, 4, 0, 0, 7, true
P0.5N2L40.form77, 49, 2, 0, 0, 0, false
P0.5N2L40.form78, 49, 4, 0, 1, 0, false
P0.5N2L40.form79, 55, 5, 0, 1, 1, false
P0.5N2L40.form80, 61, 5, 0, 1, 1, false
P0.5N2L40.form81, 49, 3, 0, 0, 0, false
P0.5N2L40.form82, 58, 3, 0, 1, 0, false
P0.5N2L40.form83, 58, 3, 0, 1, 0, false
P0.5N2L40.form84, 61, 4, 0, 2, 0, false
P0.5N2L40.form85, 52, 3, 0, 0, 0, false
P0.5N2L40.form86, 52, 6, 0, 4, 0, false
P0.5N2L40.form87, 52, 2, 0, 0, 4, true
P0.5N2L40.form88, 49, 3, 0, 0, 0, false
P0.5N2L40.form89, 49, 3, 0, 0, 0, false
P0.5N2L40.form90, 55, 3, 0, 0, 6, true
P0.5N2L40.form91, 49, 3, 0, 0, 0, false
P0.5N2L40.form92, 49, 3, 0, 0, 0, false
P0.5N2L40.form93, 58, 3, 0, 0, 0, false
P0.5N2L40.form94, 61, 3, 1, 0, 0, false
P0.5N2L40.form95, 64, 4, 1, 0, 3, true
P0.5N2L40.form96, 43, 3, 0, 0, 0, false
P0.5N2L40.form97, 55, 9, 0, 7, 0, false
P0.5N2L40.form98, 49, 4, 0, 2, 0, false
P0.5N2L40.form99, 43, 2, 0, 0, 0, false
P0.5N2L40.form100, 49, 2, 0, 0, 0, false
P0.5N2L40.form101, 46, 2, 0, 0, 1, false
P0.5N2L40.form102, 61, 2, 0, 0, 0, false
P0.5N2L40.form103, 52, 6, 0, 1, 0, false
P0.5N2L40.form104, 46, 3, 0, 0, 0, false
P0.5N2L40.form105, 52, 3, 0, 1, 0, false
P0.5N2L40.form106, 61, 2, 0, 0, 0, false
P0.5N2L40.form107, 55, 3, 0, 1, 0, false
P0.5N2L40.form108, 49, 4, 0, 2, 0, false
P0.5N2L40.form109, 55, 3, 0, 0, 3, true
P0.5N2L40.form110, 43, 4, 0, 1, 3, true
P0.5N2L40.form111, 61, 2, 0, 0, 0, false
P0.5N2L40.form112, 58, 2, 0, 0, 1, false
P0.5N2L40.form113, 55, 3, 0, 1, 2, true
P0.5N2L40.form114, 61, 4, 0, 0, 1, false
P0.5N2L40.form115, 61, 6, 1, 2, 0, false
P0.5N2L40.form116, 55, 3, 0, 1, 0, false
P0.5N2L40.form117, 55, 2, 0, 0, 0, false
P0.5N2L40.form118, 49, 2, 0, 0, 0, false
P0.5N2L40.form119, 52, 2, 0, 0, 0, false
P0.5N2L40.form120, 58, 2, 0, 0, 0, false
P0.5N2L40.form121, 55, 3, 1, 0, 0, false
P0.5N2L40.form122, 46, 6, 1, 2, 1, false
P0.5N2L40.form123, 58, 4, 0, 1, 0, false
P0.5N2L40.form124, 52, 9, 1, 4, 3, false
P0.5N2L40.form125, 52, 2, 0, 0, 0, false
P0.5N2L40.form126, 58, 2, 0, 0, 0, false
P0.5N2L40.form127, 55, 4, 0, 1, 0, false
P0.5N2L40.form128, 43, 3, 0, 1, 1, false
P0.5N2L40.form129, 52, 3, 1, 0, 0, false
P0.5N2L40.form130, 58, 3, 0, 0, 0, false
P0.5N2L40.form131, 49, 2, 0, 0, 2, true
P0.5N2L40.form132, 49, 4, 0, 1, 0, false
P0.5N2L40.form133, 58, 3, 0, 1, 0, false
